epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
,78,,,,14649.50390625
,79,,,,13479.158203125
19,239,,,13622.1962890625,
19,239,14077.3818359375,,,
20,249,,12861.8720703125,,
,80,,,,11990.0888671875
,81,,,,14280.509765625
,82,,,,14649.45703125
,83,,,,13479.1201171875
20,251,,,13622.1416015625,
20,251,14077.3759765625,,,
,84,,,,11990.0615234375
,85,,,,14280.490234375
,86,,,,14649.439453125
,87,,,,13479.1044921875
21,263,,,13622.1201171875,
21,263,14077.3671875,,,
,88,,,,11990.0458984375
,89,,,,14280.4765625
,90,,,,14649.4267578125
,91,,,,13479.0927734375
22,275,,,13622.1064453125,
22,275,14077.3623046875,,,
,92,,,,11990.03515625
,93,,,,14280.4658203125
,94,,,,14649.4150390625
,95,,,,13479.0830078125
23,287,,,13622.0947265625,
23,287,14077.35546875,,,
24,299,,13224.560546875,,
,96,,,,11990.02734375
,97,,,,14280.458984375
,98,,,,14649.4072265625
,99,,,,13479.0732421875
24,299,,,13622.087890625,
24,299,14077.341796875,,,
,100,,,,11990.02734375
,101,,,,14280.4619140625
,102,,,,14649.41015625
,103,,,,13479.0712890625
25,311,,,13622.0888671875,
25,311,14077.3369140625,,,
,104,,,,11990.021484375
,105,,,,14280.451171875
,106,,,,14649.3994140625
,107,,,,13479.0625
26,323,,,13622.080078125,
26,323,14077.33203125,,,
,108,,,,11990.0068359375
,109,,,,14280.4375
,110,,,,14649.3857421875
,111,,,,13479.05078125
27,335,,,13622.0673828125,
27,335,14077.326171875,,,
,112,,,,11990.0
,113,,,,14280.431640625
,114,,,,14649.3798828125
,115,,,,13479.0419921875
28,347,,,13622.060546875,
28,347,14077.3173828125,,,
29,349,,13738.7578125,,
,116,,,,11989.9951171875
,117,,,,14280.42578125
,118,,,,14649.373046875
,119,,,,13479.0361328125
29,359,,,13622.0556640625,
29,359,14077.310546875,,,
,120,,,,11989.98046875
,121,,,,14280.412109375
,122,,,,14649.361328125
,123,,,,13479.025390625
30,371,,,13622.0419921875,
30,371,14077.306640625,,,
,124,,,,11989.9775390625
,125,,,,14280.4072265625
,126,,,,14649.3544921875
,127,,,,13479.01953125
31,383,,,13622.0361328125,
31,383,14077.2958984375,,,
,128,,,,11989.96875
,129,,,,14280.3984375
,130,,,,14649.345703125
,131,,,,13479.0107421875
32,395,,,13622.0263671875,
32,395,14077.2919921875,,,
33,399,,12399.470703125,,
,132,,,,11989.958984375
,133,,,,14280.38671875
,134,,,,14649.333984375
,135,,,,13478.9990234375
33,407,,,13622.0166015625,
33,407,14077.287109375,,,
,136,,,,11989.94921875
,137,,,,14280.376953125
,138,,,,14649.32421875
,139,,,,13478.9912109375
34,419,,,13622.005859375,
34,419,14077.27734375,,,
,140,,,,11989.9599609375
,141,,,,14280.388671875
,142,,,,14649.333984375
,143,,,,13478.9970703125
35,431,,,13622.0166015625,
35,431,14077.275390625,,,
,144,,,,11989.94921875
,145,,,,14280.3798828125
,146,,,,14649.3232421875
,147,,,,13478.9873046875
36,443,,,13622.0068359375,
36,443,14077.2685546875,,,
37,449,,12663.9765625,,
,148,,,,11989.9462890625
,149,,,,14280.3779296875
,150,,,,14649.322265625
,151,,,,13478.984375
37,455,,,13622.0048828125,
37,455,14077.2607421875,,,
,152,,,,11989.93359375
,153,,,,14280.365234375
,154,,,,14649.310546875
,155,,,,13478.974609375
38,467,,,13621.9931640625,
38,467,14077.2529296875,,,
,156,,,,11989.923828125
,157,,,,14280.35546875
,158,,,,14649.30078125
,159,,,,13478.9658203125
39,479,,,13621.982421875,
39,479,14077.25,,,
,160,,,,11989.91796875
,161,,,,14280.34765625
,162,,,,14649.29296875
,163,,,,13478.958984375
40,491,,,13621.9755859375,
40,491,14077.2431640625,,,
41,499,,12275.0732421875,,
,164,,,,11989.90234375
,165,,,,14280.3330078125
,166,,,,14649.279296875
,167,,,,13478.9453125
41,503,,,13621.9619140625,
41,503,14077.23828125,,,
,168,,,,11989.9091796875
,169,,,,14280.337890625
,170,,,,14649.28125
,171,,,,13478.9482421875
42,515,,,13621.96484375,
42,515,14077.23046875,,,
,172,,,,11989.8984375
,173,,,,14280.3291015625
,174,,,,14649.271484375
,175,,,,13478.9384765625
43,527,,,13621.9560546875,
43,527,14077.2236328125,,,
,176,,,,11989.8828125
,177,,,,14280.3125
,178,,,,14649.2587890625
,179,,,,13478.92578125
44,539,,,13621.94140625,
44,539,14077.21875,,,
45,549,,15066.1162109375,,
,180,,,,11989.880859375
,181,,,,14280.3115234375
,182,,,,14649.2578125
,183,,,,13478.923828125
45,551,,,13621.939453125,
45,551,14077.21484375,,,
,184,,,,11989.876953125
,185,,,,14280.306640625
,186,,,,14649.251953125
,187,,,,13478.91796875
46,563,,,13621.935546875,
46,563,14077.20703125,,,
,188,,,,11989.869140625
,189,,,,14280.298828125
,190,,,,14649.2421875
,191,,,,13478.9111328125
47,575,,,13621.92578125,
47,575,14077.2021484375,,,
,192,,,,11989.8681640625
,193,,,,14280.294921875
,194,,,,14649.240234375
,195,,,,13478.908203125
48,587,,,13621.9248046875,
48,587,14077.1962890625,,,
49,599,,16004.7265625,,
,196,,,,11989.8583984375
,197,,,,14280.2841796875
,198,,,,14649.232421875
,199,,,,13478.8994140625
49,599,,,13621.9140625,
49,599,14077.1904296875,,,
,200,,,,11989.8564453125
,201,,,,14280.2822265625
,202,,,,14649.232421875
,203,,,,13478.8994140625
50,611,,,13621.9130859375,
50,611,14077.189453125,,,
,204,,,,11989.83984375
,205,,,,14280.265625
,206,,,,14649.21484375
,207,,,,13478.880859375
51,623,,,13621.8955078125,
51,623,14077.1806640625,,,
,208,,,,11989.83984375
,209,,,,14280.2626953125
,210,,,,14649.216796875
,211,,,,13478.8857421875
52,635,,,13621.8974609375,
52,635,14077.1748046875,,,
,212,,,,11989.837890625
,213,,,,14280.26171875
,214,,,,14649.2138671875
,215,,,,13478.8818359375
53,647,,,13621.89453125,
53,647,14077.1728515625,,,
54,649,,14205.65625,,
,216,,,,11989.8330078125
,217,,,,14280.2568359375
,218,,,,14649.2109375
,219,,,,13478.8828125
54,659,,,13621.8916015625,
54,659,14077.166015625,,,
,220,,,,11989.830078125
,221,,,,14280.25390625
,222,,,,14649.2080078125
,223,,,,13478.87890625
55,671,,,13621.8876953125,
55,671,14077.15625,,,
,224,,,,11989.8359375
,225,,,,14280.26171875
,226,,,,14649.2138671875
,227,,,,13478.8837890625
56,683,,,13621.89453125,
56,683,14077.154296875,,,
,228,,,,11989.82421875
,229,,,,14280.2490234375
,230,,,,14649.201171875
,231,,,,13478.87109375
57,695,,,13621.8818359375,
57,695,14077.150390625,,,
58,699,,15615.1171875,,
,232,,,,11989.8115234375
,233,,,,14280.2373046875
,234,,,,14649.19140625
,235,,,,13478.86328125
58,707,,,13621.87109375,
58,707,14077.14453125,,,
,236,,,,11989.806640625
,237,,,,14280.234375
,238,,,,14649.189453125
,239,,,,13478.857421875
59,719,,,13621.8671875,
59,719,14077.140625,,,
,240,,,,11989.8046875
,241,,,,14280.232421875
,242,,,,14649.185546875
,243,,,,13478.857421875
60,731,,,13621.8642578125,
60,731,14077.1337890625,,,
,244,,,,11989.80859375
,245,,,,14280.236328125
,246,,,,14649.1884765625
,247,,,,13478.859375
61,743,,,13621.8681640625,
61,743,14077.1318359375,,,
62,749,,10921.28125,,
,248,,,,11989.7978515625
,249,,,,14280.224609375
,250,,,,14649.177734375
,251,,,,13478.849609375
62,755,,,13621.8583984375,
62,755,14077.1240234375,,,
,252,,,,11989.794921875
,253,,,,14280.220703125
,254,,,,14649.1728515625
,255,,,,13478.8447265625
63,767,,,13621.8525390625,
63,767,14077.1240234375,,,
,256,,,,11989.7880859375
,257,,,,14280.2158203125
,258,,,,14649.16796875
,259,,,,13478.8408203125
64,779,,,13621.8486328125,
64,779,14077.1171875,,,
,260,,,,11989.7890625
,261,,,,14280.21875
,262,,,,14649.169921875
,263,,,,13478.841796875
65,791,,,13621.8505859375,
65,791,14077.1103515625,,,
66,799,,13309.2265625,,
,264,,,,11989.7861328125
,265,,,,14280.21484375
,266,,,,14649.16796875
,267,,,,13478.8427734375
66,803,,,13621.84765625,
66,803,14077.10546875,,,
,268,,,,11989.7822265625
,269,,,,14280.2099609375
,270,,,,14649.162109375
,271,,,,13478.8369140625
67,815,,,13621.8427734375,
67,815,14077.103515625,,,
,272,,,,11989.767578125
,273,,,,14280.1962890625
,274,,,,14649.150390625
,275,,,,13478.8251953125
68,827,,,13621.830078125,
68,827,14077.095703125,,,
,276,,,,11989.765625
,277,,,,14280.1943359375
,278,,,,14649.1484375
,279,,,,13478.8232421875
69,839,,,13621.8271484375,
69,839,14077.091796875,,,
70,849,,12861.705078125,,
,280,,,,11989.759765625
,281,,,,14280.189453125
,282,,,,14649.142578125
,283,,,,13478.8173828125
70,851,,,13621.8212890625,
70,851,14077.083984375,,,
,284,,,,11989.7451171875
,285,,,,14280.1748046875
,286,,,,14649.12890625
,287,,,,13478.8076171875
71,863,,,13621.8076171875,
71,863,14077.08203125,,,
,288,,,,11989.736328125
,289,,,,14280.16796875
,290,,,,14649.1240234375
,291,,,,13478.80078125
72,875,,,13621.80078125,
72,875,14077.076171875,,,
,292,,,,11989.73046875
,293,,,,14280.1611328125
,294,,,,14649.1171875
,295,,,,13478.7939453125
73,887,,,13621.7939453125,
73,887,14077.0751953125,,,
74,899,,13358.06640625,,
,296,,,,11989.734375
,297,,,,14280.166015625
,298,,,,14649.12109375
,299,,,,13478.7998046875
74,899,,,13621.7998046875,
74,899,14077.068359375,,,
,300,,,,11989.7373046875
,301,,,,14280.16796875
,302,,,,14649.123046875
,303,,,,13478.80078125
75,911,,,13621.8017578125,
75,911,14077.064453125,,,
,304,,,,11989.7216796875
,305,,,,14280.154296875
,306,,,,14649.109375
,307,,,,13478.7861328125
76,923,,,13621.787109375,
76,923,14077.0556640625,,,
,308,,,,11989.720703125
,309,,,,14280.15234375
,310,,,,14649.107421875
,311,,,,13478.7861328125
77,935,,,13621.78515625,
77,935,14077.0517578125,,,
,312,,,,11989.7119140625
,313,,,,14280.14453125
,314,,,,14649.099609375
,315,,,,13478.7783203125
78,947,,,13621.7763671875,
78,947,14077.0478515625,,,
79,949,,13689.8232421875,,
,316,,,,11989.705078125
,317,,,,14280.13671875
,318,,,,14649.091796875
,319,,,,13478.7724609375
79,959,,,13621.76953125,
79,959,14077.0419921875,,,
,320,,,,11989.708984375
,321,,,,14280.140625
,322,,,,14649.095703125
,323,,,,13478.7783203125
80,971,,,13621.7744140625,
80,971,14077.037109375,,,
,324,,,,11989.6982421875
,325,,,,14280.12890625
,326,,,,14649.083984375
,327,,,,13478.765625
81,983,,,13621.763671875,
81,983,14077.0341796875,,,
,328,,,,11989.6904296875
,329,,,,14280.1240234375
,330,,,,14649.078125
,331,,,,13478.7607421875
82,995,,,13621.755859375,
82,995,14077.0263671875,,,
83,999,,10688.2099609375,,
,332,,,,11989.6865234375
,333,,,,14280.12109375
,334,,,,14649.0751953125
,335,,,,13478.7568359375
83,1007,,,13621.75390625,
83,1007,14077.0234375,,,
,336,,,,11989.681640625
,337,,,,14280.115234375
,338,,,,14649.0703125
,339,,,,13478.7548828125
84,1019,,,13621.748046875,
84,1019,14077.0185546875,,,
,340,,,,11989.666015625
,341,,,,14280.1015625
,342,,,,14649.05859375
,343,,,,13478.7431640625
85,1031,,,13621.7353515625,
85,1031,14077.015625,,,
,344,,,,11989.6572265625
,345,,,,14280.091796875
,346,,,,14649.0498046875
,347,,,,13478.732421875
86,1043,,,13621.7255859375,
86,1043,14077.0126953125,,,
87,1049,,13768.65625,,
,348,,,,11989.658203125
,349,,,,14280.091796875
,350,,,,14649.048828125
,351,,,,13478.7353515625
87,1055,,,13621.7255859375,
87,1055,14077.00390625,,,
,352,,,,11989.6572265625
,353,,,,14280.0908203125
,354,,,,14649.046875
,355,,,,13478.732421875
88,1067,,,13621.724609375,
88,1067,14076.9970703125,,,
,356,,,,11989.6474609375
,357,,,,14280.08203125
,358,,,,14649.037109375
,359,,,,13478.7236328125
89,1079,,,13621.71484375,
89,1079,14076.9931640625,,,
,360,,,,11989.6513671875
,361,,,,14280.0859375
,362,,,,14649.04296875
,363,,,,13478.728515625
90,1091,,,13621.7197265625,
90,1091,14076.9951171875,,,
91,1099,,10120.0234375,,
,364,,,,11989.642578125
,365,,,,14280.078125
,366,,,,14649.033203125
,367,,,,13478.7216796875
91,1103,,,13621.7109375,
91,1103,14076.98828125,,,
,368,,,,11989.630859375
,369,,,,14280.06640625
,370,,,,14649.0224609375
,371,,,,13478.7080078125
92,1115,,,13621.69921875,
92,1115,14076.978515625,,,
,372,,,,11989.62890625
,373,,,,14280.0654296875
,374,,,,14649.01953125
,375,,,,13478.708984375
93,1127,,,13621.6982421875,
93,1127,14076.9736328125,,,
,376,,,,11989.6357421875
,377,,,,14280.0703125
,378,,,,14649.0244140625
,379,,,,13478.7109375
94,1139,,,13621.7021484375,
94,1139,14076.9697265625,,,
95,1149,,12813.0849609375,,
,380,,,,11989.626953125
,381,,,,14280.0615234375
,382,,,,14649.017578125
,383,,,,13478.70703125
95,1151,,,13621.6943359375,
95,1151,14076.962890625,,,
,384,,,,11989.6259765625
,385,,,,14280.064453125
,386,,,,14649.01953125
,387,,,,13478.7080078125
96,1163,,,13621.6962890625,
96,1163,14076.9580078125,,,
,388,,,,11989.6044921875
,389,,,,14280.0419921875
,390,,,,14649.0
,391,,,,13478.689453125
97,1175,,,13621.67578125,
97,1175,14076.955078125,,,
,392,,,,11989.59375
,393,,,,14280.033203125
,394,,,,14648.990234375
,395,,,,13478.681640625
98,1187,,,13621.6669921875,
98,1187,14076.9501953125,,,
99,1199,,13671.2958984375,,
,396,,,,11989.5966796875
,397,,,,14280.03515625
,398,,,,14648.990234375
,399,,,,13478.6826171875
99,1199,,,13621.6689453125,
99,1199,14076.9443359375,,,
,400,,,,11989.6015625
,401,,,,14280.0380859375
,402,,,,14648.994140625
,403,,,,13478.6845703125
100,1211,,,13621.6708984375,
100,1211,14076.9384765625,,,
,404,,,,11989.5947265625
,405,,,,14280.033203125
,406,,,,14648.98828125
,407,,,,13478.6787109375
101,1223,,,13621.6650390625,
101,1223,14076.939453125,,,
,408,,,,11989.59765625
,409,,,,14280.03515625
,410,,,,14648.9912109375
,411,,,,13478.6826171875
102,1235,,,13621.6689453125,
102,1235,14076.9287109375,,,
,412,,,,11989.591796875
,413,,,,14280.0302734375
,414,,,,14648.9853515625
,415,,,,13478.6767578125
103,1247,,,13621.662109375,
103,1247,14076.9248046875,,,
104,1249,,13462.009765625,,
,416,,,,11989.5859375
,417,,,,14280.021484375
,418,,,,14648.9755859375
,419,,,,13478.6689453125
104,1259,,,13621.654296875,
104,1259,14076.919921875,,,
,420,,,,11989.5654296875
,421,,,,14280.00390625
,422,,,,14648.9599609375
,423,,,,13478.6533203125
105,1271,,,13621.6376953125,
105,1271,14076.91796875,,,
,424,,,,11989.560546875
,425,,,,14280.001953125
,426,,,,14648.95703125
,427,,,,13478.6513671875
106,1283,,,13621.6337890625,
106,1283,14076.912109375,,,
,428,,,,11989.55859375
,429,,,,14279.9990234375
,430,,,,14648.955078125
,431,,,,13478.6474609375
107,1295,,,13621.6318359375,
107,1295,14076.904296875,,,
108,1299,,14148.8623046875,,
,432,,,,11989.5537109375
,433,,,,14279.994140625
,434,,,,14648.94921875
,435,,,,13478.64453125
108,1307,,,13621.6259765625,
108,1307,14076.8974609375,,,
,436,,,,11989.5693359375
,437,,,,14280.0078125
,438,,,,14648.9619140625
,439,,,,13478.65625
109,1319,,,13621.6396484375,
109,1319,14076.896484375,,,
,440,,,,11989.541015625
,441,,,,14279.982421875
,442,,,,14648.939453125
,443,,,,13478.6337890625
110,1331,,,13621.6142578125,
110,1331,14076.8935546875,,,
,444,,,,11989.5419921875
,445,,,,14279.982421875
,446,,,,14648.939453125
,447,,,,13478.634765625
111,1343,,,13621.6142578125,
111,1343,14076.8828125,,,
112,1349,,13688.2978515625,,
,448,,,,11989.5380859375
,449,,,,14279.9765625
,450,,,,14648.9326171875
,451,,,,13478.6279296875
112,1355,,,13621.6103515625,
112,1355,14076.8818359375,,,
,452,,,,11989.5322265625
,453,,,,14279.97265625
,454,,,,14648.927734375
,455,,,,13478.6220703125
113,1367,,,13621.6044921875,
113,1367,14076.8759765625,,,
,456,,,,11989.525390625
,457,,,,14279.9658203125
,458,,,,14648.921875
,459,,,,13478.6181640625
114,1379,,,13621.5986328125,
114,1379,14076.8720703125,,,
,460,,,,11989.5205078125
,461,,,,14279.9619140625
,462,,,,14648.916015625
,463,,,,13478.615234375
115,1391,,,13621.59375,
115,1391,14076.8662109375,,,
116,1399,,13267.8095703125,,
,464,,,,11989.5224609375
,465,,,,14279.962890625
,466,,,,14648.9189453125
,467,,,,13478.6142578125
116,1403,,,13621.5947265625,
116,1403,14076.859375,,,
,468,,,,11989.513671875
,469,,,,14279.9560546875
,470,,,,14648.912109375
,471,,,,13478.611328125
117,1415,,,13621.5888671875,
117,1415,14076.853515625,,,
,472,,,,11989.490234375
,473,,,,14279.935546875
,474,,,,14648.8916015625
,475,,,,13478.5908203125
118,1427,,,13621.5673828125,
118,1427,14076.8515625,,,
,476,,,,11989.4921875
,477,,,,14279.93359375
,478,,,,14648.890625
,479,,,,13478.5908203125
119,1439,,,13621.5673828125,
119,1439,14076.8447265625,,,
120,1449,,13545.8662109375,,
,480,,,,11989.490234375
,481,,,,14279.93359375
,482,,,,14648.8896484375
,483,,,,13478.5908203125
120,1451,,,13621.56640625,
120,1451,14076.8408203125,,,
,484,,,,11989.4833984375
,485,,,,14279.9267578125
,486,,,,14648.884765625
,487,,,,13478.583984375
121,1463,,,13621.560546875,
121,1463,14076.8369140625,,,
,488,,,,11989.486328125
,489,,,,14279.931640625
,490,,,,14648.88671875
,491,,,,13478.5869140625
122,1475,,,13621.5625,
122,1475,14076.830078125,,,
,492,,,,11989.4794921875
,493,,,,14279.9228515625
,494,,,,14648.880859375
,495,,,,13478.580078125
123,1487,,,13621.5556640625,
123,1487,14076.8271484375,,,
124,1499,,13904.619140625,,
,496,,,,11989.4736328125
,497,,,,14279.9189453125
,498,,,,14648.875
,499,,,,13478.5771484375
124,1499,,,13621.5498046875,
124,1499,14076.818359375,,,
,500,,,,11989.4638671875
,501,,,,14279.908203125
,502,,,,14648.865234375
,503,,,,13478.5654296875
125,1511,,,13621.5390625,
125,1511,14076.8193359375,,,
,504,,,,11989.4677734375
,505,,,,14279.91015625
,506,,,,14648.8671875
,507,,,,13478.5654296875
126,1523,,,13621.54296875,
126,1523,14076.8076171875,,,
,508,,,,11989.458984375
,509,,,,14279.904296875
,510,,,,14648.8583984375
,511,,,,13478.560546875
127,1535,,,13621.5361328125,
127,1535,14076.8037109375,,,
,512,,,,11989.458984375
,513,,,,14279.9033203125
,514,,,,14648.857421875
,515,,,,13478.5595703125
128,1547,,,13621.53515625,
128,1547,14076.7998046875,,,
129,1549,,13491.615234375,,
,516,,,,11989.4404296875
,517,,,,14279.8876953125
,518,,,,14648.84375
,519,,,,13478.544921875
129,1559,,,13621.5185546875,
129,1559,14076.794921875,,,
,520,,,,11989.4423828125
,521,,,,14279.888671875
,522,,,,14648.84375
,523,,,,13478.548828125
130,1571,,,13621.5205078125,
130,1571,14076.7890625,,,
,524,,,,11989.4375
,525,,,,14279.884765625
,526,,,,14648.83984375
,527,,,,13478.5439453125
131,1583,,,13621.5166015625,
131,1583,14076.787109375,,,
,528,,,,11989.4384765625
,529,,,,14279.8837890625
,530,,,,14648.8388671875
,531,,,,13478.54296875
132,1595,,,13621.5146484375,
132,1595,14076.7802734375,,,
133,1599,,14972.634765625,,
,532,,,,11989.4326171875
,533,,,,14279.8798828125
,534,,,,14648.833984375
,535,,,,13478.541015625
133,1607,,,13621.51171875,
133,1607,14076.771484375,,,
,536,,,,11989.435546875
,537,,,,14279.880859375
,538,,,,14648.833984375
,539,,,,13478.5390625
134,1619,,,13621.51171875,
134,1619,14076.7724609375,,,
,540,,,,11989.41796875
,541,,,,14279.865234375
,542,,,,14648.8203125
,543,,,,13478.5263671875
135,1631,,,13621.4951171875,
135,1631,14076.765625,,,
,544,,,,11989.4033203125
,545,,,,14279.85546875
,546,,,,14648.80859375
,547,,,,13478.5166015625
136,1643,,,13621.4853515625,
136,1643,14076.7548828125,,,
137,1649,,13997.3134765625,,
,548,,,,11989.3974609375
,549,,,,14279.84765625
,550,,,,14648.8017578125
,551,,,,13478.5107421875
137,1655,,,13621.4775390625,
137,1655,14076.75390625,,,
,552,,,,11989.4052734375
,553,,,,14279.8525390625
,554,,,,14648.806640625
,555,,,,13478.5126953125
138,1667,,,13621.482421875,
138,1667,14076.7490234375,,,
,556,,,,11989.390625
,557,,,,14279.83984375
,558,,,,14648.794921875
,559,,,,13478.5029296875
139,1679,,,13621.4697265625,
139,1679,14076.74609375,,,
,560,,,,11989.3994140625
,561,,,,14279.8486328125
,562,,,,14648.8046875
,563,,,,13478.5087890625
140,1691,,,13621.48046875,
140,1691,14076.73828125,,,
141,1699,,12697.537109375,,
,564,,,,11989.3818359375
,565,,,,14279.8310546875
,566,,,,14648.78515625
,567,,,,13478.4931640625
141,1703,,,13621.4619140625,
141,1703,14076.7314453125,,,
,568,,,,11989.373046875
,569,,,,14279.8232421875
,570,,,,14648.77734375
,571,,,,13478.4853515625
142,1715,,,13621.4541015625,
142,1715,14076.7265625,,,
,572,,,,11989.3779296875
,573,,,,14279.826171875
,574,,,,14648.78125
,575,,,,13478.4892578125
143,1727,,,13621.45703125,
143,1727,14076.720703125,,,
,576,,,,11989.375
,577,,,,14279.8251953125
,578,,,,14648.78125
,579,,,,13478.4892578125
144,1739,,,13621.4560546875,
144,1739,14076.716796875,,,
145,1749,,11633.470703125,,
,580,,,,11989.37890625
,581,,,,14279.830078125
,582,,,,14648.783203125
,583,,,,13478.4951171875
145,1751,,,13621.4609375,
145,1751,14076.71484375,,,
,584,,,,11989.353515625
,585,,,,14279.80859375
,586,,,,14648.7607421875
,587,,,,13478.4755859375
146,1763,,,13621.4375,
146,1763,14076.7080078125,,,
,588,,,,11989.365234375
,589,,,,14279.814453125
,590,,,,14648.7666015625
,591,,,,13478.4765625
147,1775,,,13621.4443359375,
147,1775,14076.7021484375,,,
,592,,,,11989.34765625
,593,,,,14279.7998046875
,594,,,,14648.751953125
,595,,,,13478.4619140625
148,1787,,,13621.4287109375,
148,1787,14076.701171875,,,
149,1799,,16252.3681640625,,
,596,,,,11989.326171875
,597,,,,14279.77734375
,598,,,,14648.732421875
,599,,,,13478.44140625
149,1799,,,13621.4072265625,
149,1799,14076.6962890625,,,
,600,,,,11989.322265625
,601,,,,14279.775390625
,602,,,,14648.7294921875
,603,,,,13478.4423828125
150,1811,,,13621.4052734375,
150,1811,14076.6923828125,,,
,604,,,,11989.310546875
,605,,,,14279.765625
,606,,,,14648.7197265625
,607,,,,13478.43359375
151,1823,,,13621.3955078125,
151,1823,14076.685546875,,,
,608,,,,11989.3203125
,609,,,,14279.775390625
,610,,,,14648.7265625
,611,,,,13478.4423828125
152,1835,,,13621.40234375,
152,1835,14076.6767578125,,,
,612,,,,11989.318359375
,613,,,,14279.771484375
,614,,,,14648.724609375
,615,,,,13478.435546875
153,1847,,,13621.400390625,
153,1847,14076.673828125,,,
154,1849,,11672.701171875,,
,616,,,,11989.3212890625
,617,,,,14279.771484375
,618,,,,14648.724609375
,619,,,,13478.4326171875
154,1859,,,13621.40234375,
154,1859,14076.66796875,,,
,620,,,,11989.322265625
,621,,,,14279.7763671875
,622,,,,14648.728515625
,623,,,,13478.4404296875
155,1871,,,13621.4052734375,
155,1871,14076.6669921875,,,
,624,,,,11989.3203125
,625,,,,14279.77734375
,626,,,,14648.728515625
,627,,,,13478.4443359375
156,1883,,,13621.40625,
156,1883,14076.6591796875,,,
,628,,,,11989.30859375
,629,,,,14279.763671875
,630,,,,14648.71484375
,631,,,,13478.4296875
157,1895,,,13621.392578125,
157,1895,14076.65234375,,,
158,1899,,14254.9326171875,,
,632,,,,11989.29296875
,633,,,,14279.75
,634,,,,14648.701171875
,635,,,,13478.4169921875
158,1907,,,13621.376953125,
158,1907,14076.642578125,,,
,636,,,,11989.29296875
,637,,,,14279.7509765625
,638,,,,14648.703125
,639,,,,13478.4189453125
159,1919,,,13621.37890625,
159,1919,14076.64453125,,,
,640,,,,11989.2724609375
,641,,,,14279.7314453125
